Geneid	gene_name	AS-520233-LR-53525Aligned.sortedByCoord.out.bam	AS-520225-LR-53523Aligned.sortedByCoord.out.bam	AS-520224-LR-53523Aligned.sortedByCoord.out.bam	AS-520228-LR-53524Aligned.sortedByCoord.out.bam	AS-520218-LR-52931Aligned.sortedByCoord.out.bam	AS-520229-LR-53524Aligned.sortedByCoord.out.bam	AS-520226-LR-53524Aligned.sortedByCoord.out.bam	AS-520220-LR-52931Aligned.sortedByCoord.out.bam	AS-520230-LR-53525Aligned.sortedByCoord.out.bam	AS-520222-LR-53523Aligned.sortedByCoord.out.bam	AS-520223-LR-53523Aligned.sortedByCoord.out.bam	AS-520221-LR-52931Aligned.sortedByCoord.out.bam	AS-520232-LR-53525Aligned.sortedByCoord.out.bam	AS-520219-LR-52931Aligned.sortedByCoord.out.bam	AS-520227-LR-53524Aligned.sortedByCoord.out.bam	AS-520231-LR-53525Aligned.sortedByCoord.out.bam
ENSG00000237520	AL391832.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238005	AL391832.2	15	17	23	16	34	46	39	27	36	27	31	66	21	18	31	39
ENSG00000258082	AL391832.3	5	1	4	0	0	1	1	2	3	5	2	1	3	0	2	1
ENSG00000280587	LINC01348	13	5	6	11	8	5	5	9	15	15	14	10	8	10	10	16
ENSG00000233018	AL732292.1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
ENSG00000273416	AL732292.2	4	3	0	6	0	5	3	11	3	1	18	1	9	4	3	7
ENSG00000173726	TOMM20	3220	3623	6301	11862	5693	5901	6129	16475	12824	13335	26358	7681	5604	3440	4216	26459
ENSG00000207181	SNORA14B	0	4	7	5	5	1	2	6	2	0	2	7	4	5	4	6
ENSG00000188739	RBM34	11	15	27	11	7	12	16	23	17	21	33	13	17	5	4	35
ENSG00000054267	ARID4B	368	412	1066	1260	877	1485	841	1782	2259	2048	2599	2023	1041	1188	1610	2479
ENSG00000263439	MIR4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236863	RPL23AP23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000152904	GGPS1	221	224	342	608	578	472	618	866	784	772	1581	566	339	268	345	1641
ENSG00000285053	TBCE	77	78	147	136	99	132	99	217	222	201	265	168	120	100	119	301
ENSG00000227962	AL391994.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000230026	AL357556.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000285177	AL357556.4	0	0	2	7	1	0	0	6	1	1	5	0	0	0	0	4
ENSG00000284770	TBCE	3	0	2	1	2	6	0	6	14	16	11	12	5	7	4	15
ENSG00000229795	RPS21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162885	B3GALNT2	873	876	1731	846	991	1603	953	1296	2565	2480	2794	2207	1649	1174	1519	2641
ENSG00000238236	MTCYBP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235638	MTND6P14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231199	MTND5P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226663	MTND4P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231582	MTND4LP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232714	MTND3P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235761	MTCO3P46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168243	GNG4	112	127	197	207	120	127	125	328	150	182	270	221	199	104	88	304
ENSG00000270710	FO393422.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227236	AL583844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143669	LYST	61	54	144	873	132	236	166	1336	395	394	1034	300	126	201	266	1030
ENSG00000235674	LDHAP2	5	4	5	17	18	5	18	20	8	4	21	12	7	12	13	23
ENSG00000229463	LYST-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222831	MIR1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206803	RNU6-968P	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000237845	AL139161.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000229291	LINC02768	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	1
ENSG00000116962	NID1	451	460	820	1734	1037	935	923	2525	2246	2018	3388	1443	1046	1079	1314	3387
ENSG00000252822	AL122018.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235371	AL122018.1	5	4	4	7	3	6	5	14	15	7	19	3	1	1	6	32
ENSG00000286142	AL122018.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000077585	GPR137B	278	252	571	1115	620	632	712	1672	1222	1094	2022	906	496	549	718	2034
ENSG00000086619	ERO1B	36	37	87	179	77	131	67	229	117	137	243	174	73	71	70	239
ENSG00000222650	RNU2-70P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237922	AL450309.1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
ENSG00000186197	EDARADD	3	0	7	3	6	1	4	2	1	4	3	2	5	1	2	3
ENSG00000244457	ENO1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116977	LGALS8	1126	1194	2051	2480	3368	2451	3336	3661	3075	3022	4699	3093	1986	1523	2030	4561
ENSG00000223776	LGALS8-AS1	16	4	4	24	17	14	22	26	30	31	86	19	4	9	19	83
ENSG00000273058	AL359921.2	4	8	21	4	15	21	18	10	37	30	39	23	14	19	9	32
ENSG00000230325	AL359921.1	0	2	5	1	3	4	1	1	6	14	7	4	10	4	3	11
ENSG00000119285	HEATR1	2799	2989	6390	3206	3552	4506	3792	4687	8377	8247	10773	5965	5956	3575	4732	10876
ENSG00000077522	ACTN2	0	0	0	1	3	0	1	1	5	1	4	2	0	0	2	3
ENSG00000116984	MTR	344	413	1350	1150	1606	1777	1381	1641	3572	3513	4781	2473	1269	1443	1793	4592
ENSG00000226498	RPSAP21	0	0	0	0	1	2	0	4	2	1	1	2	0	0	3	1
ENSG00000237991	RPL35P1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0
ENSG00000244020	MT1HL1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000288099	AL359259.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198626	RYR2	3	9	11	40	26	16	24	40	43	26	74	39	15	13	23	60
ENSG00000252396	RN7SKP195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266262	MIR4428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252290	AL442065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237250	AL359924.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000116996	ZP4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000243781	AL590396.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283174	AL590396.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283166	AL590396.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283377	AL590396.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270188	MTRNR2L11	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232154	MTCYBP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225723	MTND6P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227860	MTND5P18	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ENSG00000230019	YWHAQP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234464	AL356010.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232989	AL356010.1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000252371	RNU6-725P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215808	LINC01139	7	4	11	57	23	30	29	76	38	35	88	51	14	15	15	70
ENSG00000231877	AL359551.1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1
ENSG00000215149	KRT18P32	0	0	1	2	0	1	1	3	1	0	1	0	1	0	2	2
ENSG00000224783	MIPEPP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000287177	AL583825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227854	AL590135.1	1	0	1	0	0	0	1	0	1	1	2	0	1	0	0	0
ENSG00000287589	AC093426.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259776	AC093426.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133019	CHRM3	20	33	48	99	45	34	50	148	99	84	143	32	43	38	51	143
ENSG00000233355	CHRM3-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234601	CHRM3-AS1	0	0	0	0	2	0	1	0	1	0	0	0	0	3	0	0
ENSG00000231979	AL356361.2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000215805	AL356361.1	0	0	0	3	1	2	0	4	0	1	1	1	1	3	0	4
ENSG00000287102	AL356361.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217327	RPS7P5	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
ENSG00000155816	FMN2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000228818	AL359918.2	98	90	135	51	113	94	103	86	153	118	164	172	156	115	108	199
ENSG00000202041	AL359918.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223694	ADH5P3	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1
ENSG00000233735	AL359918.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252317	AL513342.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233519	AL590490.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180875	GREM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
ENSG00000224359	AL358176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226014	AL358176.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231440	AL358176.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228844	AL358176.3	0	0	0	2	0	2	0	1	2	2	1	5	2	2	0	0
ENSG00000251750	RNU5F-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234872	AL358176.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199241	AL590965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230015	AL365184.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226919	AL365184.1	0	0	2	1	2	0	0	0	0	3	4	2	0	0	1	2
ENSG00000223963	THAP12P8	0	0	1	0	0	1	0	0	5	4	2	1	0	0	0	1
ENSG00000182901	RGS7	0	3	0	3	8	2	15	4	4	4	5	5	2	3	4	2
ENSG00000215802	RFKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233615	HNRNPA1P42	0	0	0	1	0	0	1	1	4	0	3	0	0	0	1	2
ENSG00000238085	AL590682.1	1	0	3	4	2	2	0	3	4	3	10	1	0	2	5	1
ENSG00000265831	MIR3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224348	AL592076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286496	AL359764.1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
ENSG00000287516	AL359764.2	1	0	0	0	1	0	0	4	0	2	4	0	0	1	1	1
ENSG00000287738	AL359764.3	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000091483	FH	3635	4109	5585	4187	4226	4666	4379	6143	7876	7215	9494	6527	5544	3319	4208	9851
ENSG00000117009	KMO	0	0	3	3	0	3	3	3	3	0	5	0	3	3	2	6
ENSG00000054277	OPN3	708	734	1353	2205	1652	1372	1767	2937	2660	2723	5066	1710	1393	1205	1410	5036
ENSG00000203668	CHML	439	471	1366	381	548	816	543	588	1278	1328	1270	940	1190	646	841	1109
ENSG00000287513	AL133390.1	4	1	1	0	4	0	0	0	3	5	3	2	1	0	2	0
ENSG00000162843	WDR64	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2	1
ENSG00000229022	AL365366.1	2	3	4	11	8	1	7	8	8	9	16	9	6	4	6	18
ENSG00000174371	EXO1	1069	1101	1889	251	1084	1505	1131	336	1913	1803	856	1954	1878	1076	1370	819
ENSG00000235990	RPL23AP20	0	0	1	0	1	3	1	0	0	0	0	1	1	1	0	0
ENSG00000196289	BECN2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213026	CFL1P4	0	0	1	1	4	0	1	2	2	0	1	1	0	1	0	3
ENSG00000197769	MAP1LC3C	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000224625	TUBB8P6	1	2	0	0	0	0	0	0	0	0	0	2	1	0	1	1
ENSG00000277099	BX571673.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180287	PLD5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272865	AL591686.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252084	RN7SKP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224525	AL591686.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000226750	AL360271.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235467	RPL10AP5	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
ENSG00000213690	AL360271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000270859	AC099785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215800	RSL24D1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270818	AL445675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277704	AL445675.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230199	AL603825.1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000234116	AL606534.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231512	SEPTIN14P21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278455	AL606534.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253326	AL606534.4	2	1	1	5	1	2	2	13	16	11	8	10	1	1	7	17
ENSG00000214837	LINC01347	0	3	2	8	3	4	2	26	13	16	17	3	0	6	3	15
ENSG00000212230	RNU6-747P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143702	CEP170	690	597	1204	1674	1134	1154	1058	2440	2366	2127	3676	1707	1121	1376	1672	3543
ENSG00000227230	AL606534.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000232085	AL606534.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054282	SDCCAG8	585	665	1112	2302	1218	1016	1124	3381	2924	2519	5404	1341	1101	1034	1195	5437
ENSG00000224727	FCF1P7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000265201	MIR4677	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0
ENSG00000117020	AKT3	1072	1119	3189	4296	2398	2492	2432	6448	5711	5404	10020	3277	2982	2579	3364	9693
ENSG00000236031	AL591721.1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1
ENSG00000226766	FABP7P1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232184	AL662889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228939	AKT3-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226828	LINC02774	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000179456	ZBTB18	424	473	894	1378	847	1147	804	1932	2048	2024	2547	1604	903	1142	1348	2665
ENSG00000279774	AL590483.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000229960	AL590483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286486	AL590483.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000244066	RN7SL148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237759	AL590483.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287531	AL358177.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173728	C1orf100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240963	AL645465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225401	TGIF2P1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1
ENSG00000035687	ADSS2	1184	1302	2650	1663	1693	2520	1812	2258	3539	3420	4480	3536	2291	1681	2019	4379
ENSG00000179397	CATSPERE	2	6	3	6	1	4	2	6	8	5	11	6	7	6	2	14
ENSG00000227735	CYCSP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121644	DESI2	1000	1123	2321	2992	1520	2350	1598	3946	4038	4168	6141	2772	2195	1496	1951	6049
ENSG00000232059	AL451007.1	0	2	0	1	1	3	0	2	1	0	0	3	1	2	0	1
ENSG00000284188	AL451007.3	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0
ENSG00000282317	AL451007.2	2	0	1	0	1	1	0	0	2	8	3	2	0	2	2	1
ENSG00000287601	BX323046.2	0	1	0	1	0	0	0	1	4	1	1	0	1	4	4	1
ENSG00000203667	COX20	370	452	693	864	645	843	633	1257	780	793	1434	1021	664	436	453	1482
ENSG00000153187	HNRNPU	14448	16349	33354	17013	22908	24822	22760	23480	41672	41009	49348	35613	33903	18619	21688	47526
ENSG00000273175	BX323046.1	0	0	0	0	0	1	0	3	1	0	1	0	0	0	2	3
ENSG00000201758	RN7SKP55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252073	RNU6-947P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272195	AL356512.1	1	2	8	26	7	7	2	17	16	10	22	11	5	6	3	30
ENSG00000203666	EFCAB2	49	42	86	156	93	80	81	238	183	169	319	118	80	61	97	336
ENSG00000252282	RNU6-1089P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251754	RNU6-999P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223353	AL589763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201170	RNU1-132P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162849	KIF26B	3	1	13	12	24	8	27	32	25	21	83	8	5	22	30	76
ENSG00000232192	KIF26B-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232793	DNAJC19P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238224	AC104462.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231612	AC104462.1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1
ENSG00000185420	SMYD3	498	574	743	967	1074	799	1034	1510	1845	1671	2564	1273	740	840	909	2664
ENSG00000235096	AC118555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226876	AC092801.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225222	CHCHD4P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202184	RNU6-1283P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230184	SMYD3-IT1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000207326	AL356583.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227728	AL356583.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242042	LINC01743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230813	AL356583.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000229112	AL356583.3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
ENSG00000162851	TFB2M	655	725	1149	854	752	928	805	1242	1549	1442	2097	1330	1148	637	825	1953
ENSG00000162852	CNST	441	447	1173	1660	923	1067	900	2441	2309	2150	3578	1475	1073	904	1125	3553
ENSG00000225300	AL591623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228955	AL591623.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260698	AL591848.3	4	4	5	1	1	5	3	2	1	4	4	9	4	2	0	2
ENSG00000235021	AL591848.2	0	0	0	1	0	0	2	1	2	2	0	0	1	0	0	0
ENSG00000143653	SCCPDH	1454	1623	2308	2168	2475	2944	2616	2885	4504	4434	6112	4420	2175	1732	1984	5964
ENSG00000228879	AL591848.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223519	KIF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260855	AL591848.4	2	6	9	14	14	11	2	15	17	26	37	32	7	14	6	27
ENSG00000227953	LINC01341	1	5	0	1	3	13	8	4	13	10	13	12	1	4	10	8
ENSG00000235386	AC113174.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252011	AC113174.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153207	AHCTF1	476	568	1777	1729	893	1655	974	2506	3206	3081	4373	2174	1508	1311	1766	4089
ENSG00000135747	ZNF670-ZNF695	12	15	38	1	14	23	20	8	24	23	17	31	35	16	22	16
ENSG00000197472	ZNF695	51	63	108	35	36	49	44	56	76	78	56	73	136	44	56	83
ENSG00000236775	AL512637.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277462	ZNF670	107	137	229	187	191	257	215	244	300	302	379	285	211	149	208	491
ENSG00000215796	AL512637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228982	AL627095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188295	ZNF669	193	224	251	241	214	200	193	366	469	443	565	304	229	249	326	596
ENSG00000286747	AL627095.2	0	0	1	2	1	1	1	0	0	2	1	0	0	1	1	2
ENSG00000221953	C1orf229	2	3	3	17	7	6	4	12	11	15	18	16	6	5	3	26
ENSG00000226164	FGFR3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196418	ZNF124	127	113	262	65	149	215	159	112	329	304	274	316	221	143	195	283
ENSG00000224014	AL390728.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000215795	AL390728.2	0	0	0	2	1	1	0	1	4	5	1	3	1	1	1	1
ENSG00000259865	AL390728.6	5	1	1	4	4	9	2	11	6	5	2	12	3	1	5	2
ENSG00000227671	AL390728.4	50	47	109	87	84	204	73	148	160	164	202	227	82	86	149	204
ENSG00000283881	MIR3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252516	RNA5SP82	0	0	0	0	1	2	0	1	1	0	2	2	1	0	1	0
ENSG00000232347	AL390728.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214144	AL390728.1	7	2	4	0	3	3	4	3	8	4	4	6	6	4	5	5
ENSG00000235818	VN1R17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197617	VN1R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202079	AC104335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162714	ZNF496	1351	1437	1910	2417	1870	1619	1722	3655	4947	4356	5994	2587	2095	2343	2639	5960
ENSG00000286216	AC104335.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287116	AC104335.3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
ENSG00000162711	NLRP3	11	13	7	5	2	5	1	5	11	3	4	0	14	6	6	9
ENSG00000177535	OR2B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203664	OR2W5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169224	GCSAML	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196242	OR2C3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000284824	GCSAML-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236817	AL606804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177489	OR2G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177476	OR2G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283369	AL606804.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198452	OR14L1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235749	AL390860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230411	OR3D1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197437	OR13G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169214	OR6F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239395	AC118470.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241128	OR14A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153230	OR14K1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000221888	OR1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228336	OR9H1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196772	OR14A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232908	HSD17B7P1	1	0	0	1	1	1	0	2	0	1	3	0	0	0	0	4
ENSG00000230576	OR6R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197591	OR11L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162722	TRIM58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238243	OR2W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177462	OR2T8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177275	OR2AJ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226191	CLK3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
