Geneid	gene_name
ENSG00000102038	SMARCA1
ENSG00000102043	MTMR8
ENSG00000102048	ASB9
ENSG00000102054	RBBP7
ENSG00000102057	KCND1
ENSG00000102078	SLC25A14
ENSG00000102081	FMR1
ENSG00000102096	PIM2
ENSG00000102098	SCML2
ENSG00000102100	SLC35A2
ENSG00000102103	PQBP1
ENSG00000102109	PCSK1N
ENSG00000102119	EMD
ENSG00000102125	TAZ
ENSG00000102144	PGK1
ENSG00000102158	MAGT1
ENSG00000102172	SMS
ENSG00000102174	PHEX
ENSG00000102178	UBL4A
ENSG00000102181	CD99L2
ENSG00000102189	EEA1
ENSG00000102218	RP2
ENSG00000102221	JADE3
ENSG00000102225	CDK16
ENSG00000102226	USP11
ENSG00000102241	HTATSF1
ENSG00000102265	TIMP1
ENSG00000102271	KLHL4
ENSG00000102287	GABRE
ENSG00000102302	FGD1
ENSG00000102309	PIN4
ENSG00000102312	PORCN
ENSG00000102316	MAGED2
ENSG00000102317	RBM3
ENSG00000102359	SRPX2
ENSG00000102362	SYTL4
ENSG00000102384	CENPI
ENSG00000102385	DRP2
ENSG00000102390	PBDC1
ENSG00000102393	GLA
ENSG00000102401	ARMCX3
ENSG00000102409	BEX4
ENSG00000102452	NALCN
ENSG00000102471	NDFIP2
ENSG00000102531	FNDC3A
ENSG00000102543	CDADC1
ENSG00000102547	CAB39L
ENSG00000102554	KLF5
ENSG00000102572	STK24
ENSG00000102580	DNAJC3
ENSG00000102595	UGGT2
ENSG00000102606	ARHGEF7
ENSG00000102699	PARP4
ENSG00000102710	SUPT20H
ENSG00000102738	MRPS31
ENSG00000102743	SLC25A15
ENSG00000102753	KPNA3
ENSG00000102760	RGCC
ENSG00000102763	VWA8
ENSG00000102780	DGKH
ENSG00000102781	KATNAL1
ENSG00000102786	INTS6
ENSG00000102796	DHRS12
ENSG00000102804	TSC22D1
ENSG00000102805	CLN5
ENSG00000102854	MSLN
ENSG00000102858	MGRN1
ENSG00000102870	ZNF629
ENSG00000102871	TRADD
ENSG00000102878	HSF4
ENSG00000102879	CORO1A
ENSG00000102882	MAPK3
ENSG00000102886	GDPD3
ENSG00000102890	ELMO3
ENSG00000102893	PHKB
ENSG00000102897	LYRM1
ENSG00000102898	NUTF2
ENSG00000102900	NUP93
ENSG00000102901	CENPT
ENSG00000102904	TSNAXIP1
ENSG00000102908	NFAT5
ENSG00000102910	LONP2
ENSG00000102921	N4BP1
ENSG00000102931	ARL2BP
ENSG00000102934	PLLP
ENSG00000102935	ZNF423
ENSG00000102967	DHODH
ENSG00000102974	CTCF
ENSG00000102977	ACD
ENSG00000102978	POLR2C
ENSG00000102981	PARD6A
ENSG00000102984	ZNF821
ENSG00000102996	MMP15
ENSG00000103005	USB1
ENSG00000103018	CYB5B
ENSG00000103021	CCDC113
ENSG00000103024	NME3
ENSG00000103034	NDRG4
ENSG00000103035	PSMD7
ENSG00000103037	SETD6
ENSG00000103042	SLC38A7
ENSG00000103043	VAC14
ENSG00000103044	HAS3
ENSG00000103047	TANGO6
ENSG00000103051	COG4
ENSG00000103061	SLC7A6OS
ENSG00000103064	SLC7A6
ENSG00000103066	PLA2G15
ENSG00000103089	FA2H
ENSG00000103091	WDR59
ENSG00000103111	MON1B
ENSG00000103121	CMC2
ENSG00000103126	AXIN1
ENSG00000103145	HCFC1R1
ENSG00000103148	NPRL3
ENSG00000103150	MLYCD
ENSG00000103152	MPG
ENSG00000103154	NECAB2
ENSG00000103160	HSDL1
ENSG00000103168	TAF1C
ENSG00000103174	NAGPA
ENSG00000103187	COTL1
ENSG00000103194	USP10
ENSG00000103196	CRISPLD2
ENSG00000103197	TSC2
ENSG00000103199	ZNF500
ENSG00000103202	NME4
ENSG00000103222	ABCC1
ENSG00000103226	NOMO3
ENSG00000103227	LMF1
ENSG00000103245	CIAO3
ENSG00000103248	MTHFSD
ENSG00000103249	CLCN7
ENSG00000103253	HAGHL
ENSG00000103254	ANTKMT
ENSG00000103257	SLC7A5
ENSG00000103260	METRN
ENSG00000103264	FBXO31
ENSG00000103266	STUB1
ENSG00000103269	RHBDL1
ENSG00000103274	NUBP1
ENSG00000103275	UBE2I
ENSG00000103316	CRYM
ENSG00000103319	EEF2K
ENSG00000103326	CAPN15
ENSG00000103335	PIEZO1
ENSG00000103342	GSPT1
ENSG00000103343	ZNF174
ENSG00000103351	CLUAP1
ENSG00000103353	UBFD1
ENSG00000103356	EARS2
ENSG00000103363	ELOB
ENSG00000103365	GGA2
ENSG00000103381	CPPED1
ENSG00000103404	USP31
ENSG00000103415	HMOX2
ENSG00000103423	DNAJA3
ENSG00000103429	BFAR
ENSG00000103449	SALL1
ENSG00000103460	TOX3
ENSG00000103479	RBL2
ENSG00000103485	QPRT
ENSG00000103489	XYLT1
ENSG00000103490	PYCARD
ENSG00000103494	RPGRIP1L
ENSG00000103495	MAZ
ENSG00000103496	STX4
ENSG00000103502	CDIPT
ENSG00000103507	BCKDK
ENSG00000103510	KAT8
ENSG00000103512	NOMO1
ENSG00000103522	IL21R
ENSG00000103528	SYT17
ENSG00000103534	TMC5
ENSG00000103540	CCP110
ENSG00000103544	VPS35L
ENSG00000103549	RNF40
ENSG00000103550	KNOP1
ENSG00000103591	AAGAB
ENSG00000103599	IQCH
ENSG00000103642	LACTB
ENSG00000103647	CORO2B
ENSG00000103653	CSK
ENSG00000103657	HERC1
ENSG00000103671	TRIP4
ENSG00000103707	MTFMT
ENSG00000103710	RASL12
ENSG00000103723	AP3B2
ENSG00000103742	IGDCC4
ENSG00000103769	RAB11A
ENSG00000103811	CTSH
ENSG00000103852	TTC23
ENSG00000103855	CD276
ENSG00000103876	FAH
ENSG00000103888	CEMIP
ENSG00000103932	RPAP1
ENSG00000103942	HOMER2
ENSG00000103966	EHD4
ENSG00000103978	TMEM87A
ENSG00000103994	ZNF106
ENSG00000103995	CEP152
ENSG00000104043	ATP8B4
ENSG00000104044	OCA2
ENSG00000104047	DTWD1
ENSG00000104059	FAM189A1
ENSG00000104064	GABPB1
ENSG00000104067	TJP1
ENSG00000104081	BMF
ENSG00000104093	DMXL2
ENSG00000104129	DNAJC17
ENSG00000104131	EIF3J
ENSG00000104133	SPG11
ENSG00000104140	RHOV
ENSG00000104142	VPS18
ENSG00000104147	OIP5
ENSG00000104154	SLC30A4
ENSG00000104164	BLOC1S6
ENSG00000104177	MYEF2
ENSG00000104205	SGK3
ENSG00000104213	PDGFRL
ENSG00000104218	CSPP1
ENSG00000104219	ZDHHC2
ENSG00000104221	BRF2
ENSG00000104228	TRIM35
ENSG00000104231	ZFAND1
ENSG00000104267	CA2
ENSG00000104290	FZD3
ENSG00000104299	INTS9
ENSG00000104312	RIPK2
ENSG00000104320	NBN
ENSG00000104321	TRPA1
ENSG00000104324	CPQ
ENSG00000104325	DECR1
ENSG00000104331	IMPAD1
ENSG00000104332	SFRP1
ENSG00000104341	LAPTM4B
ENSG00000104343	UBE2W
ENSG00000104356	POP1
ENSG00000104361	NIPAL2
ENSG00000104365	IKBKB
ENSG00000104368	PLAT
ENSG00000104375	STK3
ENSG00000104381	GDAP1
ENSG00000104388	RAB2A
ENSG00000104408	EIF3E
ENSG00000104412	EMC2
ENSG00000104415	CCN4
ENSG00000104419	NDRG1
ENSG00000104427	ZC2HC1A
ENSG00000104442	ARMC1
ENSG00000104447	TRPS1
ENSG00000104450	SPAG1
ENSG00000104472	CHRAC1
ENSG00000104490	NCALD
ENSG00000104497	SNX16
ENSG00000104517	UBR5
ENSG00000104518	GSDMD
ENSG00000104522	TSTA3
ENSG00000104524	PYCR3
ENSG00000104529	EEF1D
ENSG00000104537	ANXA13
ENSG00000104549	SQLE
ENSG00000104611	SH2D4A
ENSG00000104613	INTS10
ENSG00000104626	ERI1
ENSG00000104635	SLC39A14
ENSG00000104643	MTMR9
ENSG00000104660	LEPROTL1
ENSG00000104671	DCTN6
ENSG00000104679	R3HCC1
ENSG00000104687	GSR
ENSG00000104689	TNFRSF10A
ENSG00000104691	UBXN8
ENSG00000104695	PPP2CB
ENSG00000104714	ERICH1
ENSG00000104722	NEFM
ENSG00000104723	TUSC3
ENSG00000104728	ARHGEF10
ENSG00000104731	KLHDC4
ENSG00000104738	MCM4
ENSG00000104756	KCTD9
ENSG00000104760	FGL1
ENSG00000104763	ASAH1
ENSG00000104765	BNIP3L
ENSG00000104774	MAN2B1
ENSG00000104783	KCNN4
ENSG00000104805	NUCB1
ENSG00000104808	DHDH
ENSG00000104812	GYS1
ENSG00000104814	MAP4K1
ENSG00000104823	ECH1
ENSG00000104824	HNRNPL
ENSG00000104825	NFKBIB
ENSG00000104833	TUBB4A
ENSG00000104835	SARS2
ENSG00000104852	SNRNP70
ENSG00000104853	CLPTM1
ENSG00000104856	RELB
ENSG00000104859	CLASRP
ENSG00000104863	LIN7B
ENSG00000104866	PPP1R37
ENSG00000104870	FCGRT
ENSG00000104872	PIH1D1
ENSG00000104880	ARHGEF18
ENSG00000104881	PPP1R13L
ENSG00000104883	PEX11G
ENSG00000104884	ERCC2
ENSG00000104885	DOT1L
ENSG00000104886	PLEKHJ1
ENSG00000104888	SLC17A7
ENSG00000104889	RNASEH2A
ENSG00000104892	KLC3
ENSG00000104897	SF3A2
ENSG00000104899	AMH
ENSG00000104901	DKKL1
ENSG00000104903	LYL1
ENSG00000104904	OAZ1
ENSG00000104907	TRMT1
ENSG00000104915	STX10
ENSG00000104936	DMPK
ENSG00000104946	TBC1D17
ENSG00000104951	IL4I1
ENSG00000104953	TLE6
ENSG00000104957	CCDC130
ENSG00000104960	PTOV1
ENSG00000104964	TLE5
ENSG00000104967	NOVA2
ENSG00000104969	SGTA
ENSG00000104973	MED25
ENSG00000104976	SNAPC2
ENSG00000104979	C19orf53
ENSG00000104980	TIMM44
ENSG00000104983	CCDC61
ENSG00000104998	IL27RA
ENSG00000105011	ASF1B
ENSG00000105048	TNNT1
ENSG00000105053	VRK3
ENSG00000105058	FAM32A
ENSG00000105063	PPP6R1
ENSG00000105072	C19orf44
ENSG00000105085	MED26
ENSG00000105088	OLFM2
ENSG00000105127	AKAP8
ENSG00000105135	ILVBL
ENSG00000105136	ZNF419
ENSG00000105137	SYDE1
ENSG00000105146	AURKC
ENSG00000105171	POP4
ENSG00000105173	CCNE1
ENSG00000105176	URI1
ENSG00000105185	PDCD5
ENSG00000105186	ANKRD27
ENSG00000105193	RPS16
ENSG00000105197	TIMM50
ENSG00000105202	FBL
ENSG00000105204	DYRK1B
ENSG00000105220	GPI
ENSG00000105221	AKT2
ENSG00000105223	PLD3
ENSG00000105227	PRX
ENSG00000105229	PIAS4
ENSG00000105245	NUMBL
ENSG00000105246	EBI3
ENSG00000105248	YJU2
ENSG00000105254	TBCB
ENSG00000105255	FSD1
ENSG00000105258	POLR2I
ENSG00000105270	CLIP3
ENSG00000105281	SLC1A5
ENSG00000105287	PRKD2
ENSG00000105289	TJP3
ENSG00000105290	APLP1
ENSG00000105298	CACTIN
ENSG00000105321	CCDC9
ENSG00000105323	HNRNPUL1
ENSG00000105325	FZR1
ENSG00000105327	BBC3
ENSG00000105329	TGFB1
ENSG00000105339	DENND3
ENSG00000105341	DMAC2
ENSG00000105355	PLIN3
ENSG00000105357	MYH14
ENSG00000105364	MRPL4
ENSG00000105369	CD79A
ENSG00000105372	RPS19
ENSG00000105373	NOP53
ENSG00000105376	ICAM5
ENSG00000105379	ETFB
ENSG00000105393	BABAM1
ENSG00000105397	TYK2
ENSG00000105401	CDC37
ENSG00000105402	NAPA
ENSG00000105404	RABAC1
ENSG00000105409	ATP1A3
ENSG00000105419	MEIS3
ENSG00000105426	PTPRS
ENSG00000105427	CNFN
ENSG00000105429	MEGF8
ENSG00000105438	KDELR1
ENSG00000105443	CYTH2
ENSG00000105447	GRWD1
ENSG00000105464	GRIN2D
ENSG00000105467	SYNGR4
ENSG00000105472	CLEC11A
ENSG00000105479	CCDC114
ENSG00000105483	CARD8
ENSG00000105486	LIG1
ENSG00000105497	ZNF175
ENSG00000105499	PLA2G4C
ENSG00000105514	RAB3D
ENSG00000105516	DBP
ENSG00000105518	TMEM205
ENSG00000105519	CAPS
ENSG00000105520	PLPPR2
ENSG00000105538	RASIP1
ENSG00000105549	THEG
ENSG00000105552	BCAT2
ENSG00000105556	MIER2
ENSG00000105559	PLEKHA4
ENSG00000105568	PPP2R1A
ENSG00000105576	TNPO2
ENSG00000105605	CACNG7
ENSG00000105607	GCDH
ENSG00000105612	DNASE2
ENSG00000105613	MAST1
ENSG00000105617	LENG1
ENSG00000105618	PRPF31
ENSG00000105619	TFPT
ENSG00000105639	JAK3
ENSG00000105640	RPL18A
ENSG00000105641	SLC5A5
ENSG00000105642	KCNN1
ENSG00000105643	ARRDC2
ENSG00000105649	RAB3A
ENSG00000105655	ISYNA1
ENSG00000105656	ELL
ENSG00000105662	CRTC1
ENSG00000105668	UPK1A
ENSG00000105669	COPE
ENSG00000105671	DDX49
ENSG00000105672	ETV2
ENSG00000105676	ARMC6
ENSG00000105677	TMEM147
ENSG00000105696	TMEM59L
ENSG00000105698	USF2
ENSG00000105699	LSR
ENSG00000105700	KXD1
ENSG00000105701	FKBP8
ENSG00000105705	SUGP1
ENSG00000105708	ZNF14
ENSG00000105711	SCN1B
ENSG00000105717	PBX4
ENSG00000105722	ERF
ENSG00000105723	GSK3A
ENSG00000105726	ATP13A1
ENSG00000105732	ZNF574
ENSG00000105737	GRIK5
ENSG00000105738	SIPA1L3
ENSG00000105755	ETHE1
ENSG00000105767	CADM4
ENSG00000105771	SMG9
ENSG00000105778	AVL9
ENSG00000105792	CFAP69
ENSG00000105793	GTPBP10
ENSG00000105810	CDK6
ENSG00000105819	PMPCB
ENSG00000105821	DNAJC2
ENSG00000105825	TFPI2
ENSG00000105829	BET1
ENSG00000105835	NAMPT
ENSG00000105849	TWISTNB
ENSG00000105852	PON3
ENSG00000105854	PON2
ENSG00000105855	ITGB8
ENSG00000105856	HBP1
ENSG00000105865	DUS4L
ENSG00000105866	SP4
ENSG00000105875	WDR91
ENSG00000105877	DNAH11
ENSG00000105879	CBLL1
ENSG00000105887	MTPN
ENSG00000105889	STEAP1B
ENSG00000105926	MPP6
ENSG00000105928	GSDME
ENSG00000105929	ATP6V0A4
ENSG00000105939	ZC3HAV1
ENSG00000105948	TTC26
ENSG00000105953	OGDH
ENSG00000105963	ADAP1
ENSG00000105968	H2AZ2
ENSG00000105971	CAV2
ENSG00000105974	CAV1
ENSG00000105976	MET
ENSG00000105982	RNF32
ENSG00000105983	LMBR1
ENSG00000105988	NHP2P1
ENSG00000105991	HOXA1
ENSG00000105993	DNAJB6
ENSG00000105996	HOXA2
ENSG00000105997	HOXA3
ENSG00000106003	LFNG
ENSG00000106004	HOXA5
ENSG00000106006	HOXA6
ENSG00000106009	BRAT1
ENSG00000106012	IQCE
ENSG00000106013	ANKRD7
ENSG00000106025	TSPAN12
ENSG00000106028	SSBP1
ENSG00000106031	HOXA13
ENSG00000106049	HIBADH
ENSG00000106052	TAX1BP1
ENSG00000106066	CPVL
ENSG00000106070	GRB10
ENSG00000106077	ABHD11
ENSG00000106078	COBL
ENSG00000106080	FKBP14
ENSG00000106086	PLEKHA8
ENSG00000106089	STX1A
ENSG00000106100	NOD1
ENSG00000106105	GARS1
ENSG00000106123	EPHB6
ENSG00000106125	MINDY4
ENSG00000106133	NSUN5P2
ENSG00000106144	CASP2
ENSG00000106153	CHCHD2
ENSG00000106211	HSPB1
ENSG00000106244	PDAP1
ENSG00000106245	BUD31
ENSG00000106246	PTCD1
ENSG00000106258	CYP3A5
ENSG00000106261	ZKSCAN1
ENSG00000106263	EIF3B
ENSG00000106266	SNX8
ENSG00000106268	NUDT1
ENSG00000106290	TAF6
ENSG00000106299	WASL
ENSG00000106305	AIMP2
ENSG00000106327	TFR2
ENSG00000106330	MOSPD3
ENSG00000106333	PCOLCE
ENSG00000106336	FBXO24
ENSG00000106344	RBM28
ENSG00000106346	USP42
ENSG00000106348	IMPDH1
ENSG00000106351	AGFG2
ENSG00000106355	LSM5
ENSG00000106366	SERPINE1
ENSG00000106367	AP1S1
ENSG00000106392	C1GALT1
ENSG00000106397	PLOD3
ENSG00000106399	RPA3
ENSG00000106400	ZNHIT1
ENSG00000106404	CLDN15
ENSG00000106415	GLCCI1
ENSG00000106443	PHF14
ENSG00000106459	NRF1
ENSG00000106460	TMEM106B
ENSG00000106462	EZH2
ENSG00000106477	CEP41
ENSG00000106479	ZNF862
ENSG00000106483	SFRP4
ENSG00000106484	MEST
ENSG00000106524	ANKMY2
ENSG00000106537	TSPAN13
ENSG00000106541	AGR2
ENSG00000106546	AHR
ENSG00000106554	CHCHD3
ENSG00000106571	GLI3
ENSG00000106588	PSMA2
ENSG00000106591	MRPL32
ENSG00000106603	COA1
ENSG00000106605	BLVRA
ENSG00000106608	URGCP
ENSG00000106609	TMEM248
ENSG00000106610	STAG3L4
ENSG00000106615	RHEB
ENSG00000106617	PRKAG2
ENSG00000106628	POLD2
ENSG00000106635	BCL7B
ENSG00000106636	YKT6
ENSG00000106638	TBL2
ENSG00000106665	CLIP2
ENSG00000106682	EIF4H
ENSG00000106683	LIMK1
ENSG00000106686	SPATA6L
ENSG00000106688	SLC1A1
ENSG00000106689	LHX2
ENSG00000106692	FKTN
ENSG00000106701	FSD1L
ENSG00000106714	CNTNAP3
ENSG00000106723	SPIN1
ENSG00000106733	NMRK1
ENSG00000106771	TMEM245
ENSG00000106772	PRUNE2
ENSG00000106780	MEGF9
ENSG00000106785	TRIM14
ENSG00000106789	CORO2A
ENSG00000106799	TGFBR1
ENSG00000106803	SEC61B
ENSG00000106804	C5
ENSG00000106823	ECM2
ENSG00000106829	TLE4
ENSG00000106852	LHX6
ENSG00000106853	PTGR1
ENSG00000106868	SUSD1
ENSG00000106927	AMBP
ENSG00000106948	AKNA
ENSG00000106976	DNM1
ENSG00000106992	AK1
ENSG00000106993	CDC37L1
ENSG00000107014	RLN2
ENSG00000107020	PLGRKT
ENSG00000107021	TBC1D13
ENSG00000107036	RIC1
ENSG00000107077	KDM4C
ENSG00000107099	DOCK8
ENSG00000107104	KANK1
ENSG00000107130	NCS1
ENSG00000107140	TESK1
ENSG00000107159	CA9
ENSG00000107164	FUBP3
ENSG00000107175	CREB3
ENSG00000107185	RGP1
ENSG00000107186	MPDZ
ENSG00000107201	DDX58
ENSG00000107223	EDF1
ENSG00000107249	GLIS3
ENSG00000107262	BAG1
ENSG00000107263	RAPGEF1
ENSG00000107281	NPDC1
ENSG00000107282	APBA1
ENSG00000107290	SETX
ENSG00000107331	ABCA2
ENSG00000107338	SHB
ENSG00000107341	UBE2R2
ENSG00000107362	ABHD17B
ENSG00000107371	EXOSC3
ENSG00000107372	ZFAND5
ENSG00000107404	DVL1
ENSG00000107438	PDLIM1
ENSG00000107443	CCNJ
ENSG00000107485	GATA3
ENSG00000107518	ATRNL1
ENSG00000107521	HPS1
ENSG00000107537	PHYH
ENSG00000107551	RASSF4
ENSG00000107554	DNMBP
ENSG00000107560	RAB11FIP2
ENSG00000107566	ERLIN1
ENSG00000107581	EIF3A
ENSG00000107614	TRDMT1
ENSG00000107625	DDX50
ENSG00000107643	MAPK8
ENSG00000107651	SEC23IP
ENSG00000107669	ATE1
ENSG00000107672	NSMCE4A
ENSG00000107679	PLEKHA1
ENSG00000107719	PALD1
ENSG00000107731	UNC5B
ENSG00000107736	CDH23
ENSG00000107738	VSIR
ENSG00000107742	SPOCK2
ENSG00000107745	MICU1
ENSG00000107758	PPP3CB
ENSG00000107771	CCSER2
ENSG00000107779	BMPR1A
ENSG00000107789	MINPP1
ENSG00000107796	ACTA2
ENSG00000107798	LIPA
ENSG00000107815	TWNK
ENSG00000107816	LZTS2
ENSG00000107819	SFXN3
ENSG00000107821	KAZALD1
ENSG00000107829	FBXW4
ENSG00000107833	NPM3
ENSG00000107854	TNKS2
ENSG00000107859	PITX3
ENSG00000107862	GBF1
ENSG00000107863	ARHGAP21
ENSG00000107864	CPEB3
ENSG00000107872	FBXL15
ENSG00000107874	CUEDC2
ENSG00000107882	SUFU
ENSG00000107890	ANKRD26
ENSG00000107897	ACBD5
ENSG00000107902	LHPP
ENSG00000107929	LARP4B
ENSG00000107937	GTPBP4
ENSG00000107938	EDRF1
ENSG00000107949	BCCIP
ENSG00000107951	MTPAP
ENSG00000107954	NEURL1
ENSG00000107957	SH3PXD2A
ENSG00000107959	PITRM1
ENSG00000107960	STN1
ENSG00000107968	MAP3K8
ENSG00000107984	DKK1
ENSG00000108010	GLRX3
ENSG00000108021	TASOR2
ENSG00000108039	XPNPEP1
ENSG00000108055	SMC3
ENSG00000108061	SHOC2
ENSG00000108064	TFAM
ENSG00000108091	CCDC6
ENSG00000108094	CUL2
ENSG00000108100	CCNY
ENSG00000108106	UBE2S
ENSG00000108107	RPL28
ENSG00000108175	ZMIZ1
ENSG00000108176	DNAJC12
ENSG00000108179	PPIF
ENSG00000108187	PBLD
ENSG00000108219	TSPAN14
ENSG00000108239	TBC1D12
ENSG00000108256	NUFIP2
ENSG00000108262	GIT1
ENSG00000108298	RPL19
ENSG00000108306	FBXL20
ENSG00000108309	RUNDC3A
ENSG00000108312	UBTF
ENSG00000108344	PSMD3
ENSG00000108349	CASC3
ENSG00000108352	RAPGEFL1
ENSG00000108370	RGS9
ENSG00000108375	RNF43
ENSG00000108379	WNT3
ENSG00000108384	RAD51C
ENSG00000108387	SEPTIN4
ENSG00000108389	MTMR4
ENSG00000108395	TRIM37
ENSG00000108406	DHX40
ENSG00000108423	TUBD1
ENSG00000108424	KPNB1
ENSG00000108433	GOSR2
ENSG00000108439	PNPO
ENSG00000108443	RPS6KB1
ENSG00000108448	TRIM16L
ENSG00000108465	CDK5RAP3
ENSG00000108468	CBX1
ENSG00000108469	RECQL5
ENSG00000108474	PIGL
ENSG00000108479	GALK1
ENSG00000108506	INTS2
ENSG00000108509	CAMTA2
ENSG00000108510	MED13
ENSG00000108511	HOXB6
ENSG00000108515	ENO3
ENSG00000108518	PFN1
ENSG00000108523	RNF167
ENSG00000108528	SLC25A11
ENSG00000108551	RASD1
ENSG00000108557	RAI1
ENSG00000108559	NUP88
ENSG00000108561	C1QBP
ENSG00000108578	BLMH
ENSG00000108582	CPD
ENSG00000108587	GOSR1
ENSG00000108588	CCDC47
ENSG00000108590	MED31
ENSG00000108591	DRG2
ENSG00000108592	FTSJ3
ENSG00000108599	AKAP10
ENSG00000108602	ALDH3A1
ENSG00000108604	SMARCD2
ENSG00000108639	SYNGR2
ENSG00000108641	B9D1
ENSG00000108651	UTP6
ENSG00000108654	DDX5
ENSG00000108666	C17orf75
ENSG00000108669	CYTH1
ENSG00000108671	PSMD11
ENSG00000108679	LGALS3BP
ENSG00000108684	ASIC2
ENSG00000108691	CCL2
ENSG00000108733	PEX12
ENSG00000108771	DHX58
ENSG00000108773	KAT2A
ENSG00000108774	RAB5C
ENSG00000108784	NAGLU
ENSG00000108786	HSD17B1
ENSG00000108788	MLX
ENSG00000108797	CNTNAP1
ENSG00000108799	EZH1
ENSG00000108813	DLX4
ENSG00000108819	PPP1R9B
ENSG00000108821	COL1A1
ENSG00000108826	MRPL27
ENSG00000108828	VAT1
ENSG00000108829	LRRC59
ENSG00000108830	RND2
ENSG00000108840	HDAC5
ENSG00000108846	ABCC3
ENSG00000108848	LUC7L3
ENSG00000108852	MPP2
ENSG00000108854	SMURF2
ENSG00000108861	DUSP3
ENSG00000108883	EFTUD2
ENSG00000108924	HLF
ENSG00000108932	SLC16A6
ENSG00000108946	PRKAR1A
ENSG00000108947	EFNB3
ENSG00000108953	YWHAE
ENSG00000108960	MMD
ENSG00000108961	RANGRF
ENSG00000108963	DPH1
ENSG00000108984	MAP2K6
ENSG00000109016	DHRS7B
ENSG00000109046	WSB1
ENSG00000109062	SLC9A3R1
ENSG00000109063	MYH3
ENSG00000109065	NAT9
ENSG00000109066	TMEM104
ENSG00000109072	VTN
ENSG00000109079	TNFAIP1
ENSG00000109083	IFT20
ENSG00000109084	TMEM97
ENSG00000109089	CDR2L
ENSG00000109099	PMP22
ENSG00000109103	UNC119
ENSG00000109107	ALDOC
ENSG00000109111	SUPT6H
ENSG00000109113	RAB34
ENSG00000109118	PHF12
ENSG00000109133	TMEM33
ENSG00000109171	SLAIN2
ENSG00000109180	OCIAD1
ENSG00000109184	DCUN1D4
ENSG00000109189	USP46
ENSG00000109220	CHIC2
ENSG00000109255	NMU
ENSG00000109265	CRACD
ENSG00000109270	LAMTOR3
ENSG00000109320	NFKB1
ENSG00000109321	AREG
ENSG00000109323	MANBA
ENSG00000109332	UBE2D3
ENSG00000109339	MAPK10
ENSG00000109381	ELF2
ENSG00000109390	NDUFC1
ENSG00000109436	TBC1D9
ENSG00000109445	ZNF330
ENSG00000109452	INPP4B
ENSG00000109458	GAB1
ENSG00000109466	KLHL2
ENSG00000109472	CPE
ENSG00000109475	RPL34
ENSG00000109501	WFS1
ENSG00000109511	ANXA10
ENSG00000109519	GRPEL1
ENSG00000109534	GAR1
ENSG00000109536	FRG1
ENSG00000109572	CLCN3
ENSG00000109576	AADAT
ENSG00000109586	GALNT7
ENSG00000109606	DHX15
ENSG00000109618	SEPSECS
ENSG00000109654	TRIM2
ENSG00000109670	FBXW7
ENSG00000109674	NEIL3
ENSG00000109680	TBC1D19
ENSG00000109685	NSD2
ENSG00000109686	SH3D19
ENSG00000109689	STIM2
ENSG00000109705	NKX3-2
ENSG00000109736	MFSD10
ENSG00000109738	GLRB
ENSG00000109743	BST1
ENSG00000109756	RAPGEF2
ENSG00000109762	SNX25
ENSG00000109771	LRP2BP
ENSG00000109775	UFSP2
ENSG00000109787	KLF3
ENSG00000109790	KLHL5
ENSG00000109794	FAM149A
ENSG00000109805	NCAPG
ENSG00000109814	UGDH
ENSG00000109819	PPARGC1A
ENSG00000109846	CRYAB
ENSG00000109854	HTATIP2
ENSG00000109861	CTSC
ENSG00000109881	CCDC34
ENSG00000109911	ELP4
ENSG00000109917	ZPR1
ENSG00000109919	MTCH2
ENSG00000109920	FNBP4
ENSG00000109929	SC5D
ENSG00000109944	JHY
ENSG00000109971	HSPA8
ENSG00000109991	P2RX3
ENSG00000110002	VWA5A
ENSG00000110011	DNAJC4
ENSG00000110013	SIAE
ENSG00000110031	LPXN
ENSG00000110042	DTX4
ENSG00000110046	ATG2A
ENSG00000110047	EHD1
ENSG00000110048	OSBP
ENSG00000110057	UNC93B1
ENSG00000110060	PUS3
ENSG00000110063	DCPS
ENSG00000110066	KMT5B
ENSG00000110074	FOXRED1
ENSG00000110075	PPP6R3
ENSG00000110076	NRXN2
ENSG00000110080	ST3GAL4
ENSG00000110090	CPT1A
ENSG00000110092	CCND1
ENSG00000110104	CCDC86
ENSG00000110107	PRPF19
ENSG00000110108	TMEM109
ENSG00000110171	TRIM3
ENSG00000110172	CHORDC1
ENSG00000110200	ANAPC15
ENSG00000110218	PANX1
ENSG00000110237	ARHGEF17
ENSG00000110274	CEP164
ENSG00000110315	RNF141
ENSG00000110318	CEP126
ENSG00000110321	EIF4G2
ENSG00000110328	GALNT18
ENSG00000110330	BIRC2
ENSG00000110344	UBE4A
ENSG00000110367	DDX6
ENSG00000110375	UPK2
ENSG00000110395	CBL
ENSG00000110400	NECTIN1
ENSG00000110422	HIPK3
ENSG00000110427	KIAA1549L
ENSG00000110429	FBXO3
ENSG00000110435	PDHX
ENSG00000110442	COMMD9
ENSG00000110455	ACCS
ENSG00000110492	MDK
ENSG00000110497	AMBRA1
ENSG00000110514	MADD
ENSG00000110536	PTPMT1
ENSG00000110583	NAA40
ENSG00000110619	CARS1
ENSG00000110628	SLC22A18
ENSG00000110651	CD81
ENSG00000110660	SLC35F2
ENSG00000110675	ELMOD1
ENSG00000110693	SOX6
ENSG00000110696	C11orf58
